round,coordinate,swept_value,new_evaluation,selected,attempt_no,drop,vmult,mkt_drop,trend_filter,tp,stop_atr,slippage,n,n_candidates,n_after_overlap,floor_margin,feasible,mean_net,median_net,std_net,se_net,win_rate,mean_r,both_touch_share,tp_boundary_share,mean_hold_bars,distinct_entry_days,max_entries_per_day,days_at_cap,n_outside_window,mean_net_outside_window,trade_hash,by_year_n,share_tp,share_tp_gap,share_stop,share_stop_gap,share_time,control_all_days,control_same_day,winner_n,winner_share_n,winner_mean_net,nonwinner_mean_net
2,drop,0.04,False,True,19,0.04,1.5,0.0,0,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606,83,0.12205882352941176,0.009143940731281849,0.0013893488163884708
2,drop,0.05,True,False,27,0.05,1.5,0.0,0,0.05,1.5,0.001,559,889,729,1.4906666666666666,True,1.510579650323283e-05,0.009683200608755493,0.049095695237204695,0.0020765266560230787,0.5599284436493739,0.03187757337074408,0.0017889087656529517,0.0,3.026833631484794,373,5,9,513,0.00012993806287687817,92c24311e3c3,"{""2015"": 60, ""2016"": 104, ""2017"": 93, ""2018"": 131, ""2019"": 83, ""2020"": 87, ""2021"": 1}",0.33989266547406083,0.04114490161001789,0.19320214669051877,0.05008944543828265,0.3756708407871199,-0.003181721488513518,-0.004819201007823334,77,0.13774597495527727,0.006675547327309054,-0.0010489066472147096
2,drop,0.06,True,False,28,0.06,1.5,0.0,0,0.05,1.5,0.001,441,688,565,1.176,True,0.00034320541116283253,0.011941700958206791,0.05098548865362331,0.0024278804120773005,0.5714285714285714,0.027872108957905196,0.0022675736961451248,0.0,2.873015873015873,300,5,5,397,0.00022436830926656965,640efd10c0b3,"{""2015"": 50, ""2016"": 84, ""2017"": 68, ""2018"": 102, ""2019"": 66, ""2020"": 71}",0.36507936507936506,0.047619047619047616,0.1836734693877551,0.05215419501133787,0.35147392290249435,-0.003181721488513518,-0.0052274124673412845,65,0.1473922902494331,0.006404256560134836,-0.000704582686398817
2,drop,0.08,True,False,29,0.08,1.5,0.0,0,0.05,1.5,0.001,263,402,335,0.7013333333333334,False,0.0031406897418434,0.030040282365958237,0.05540344354084399,0.0034163226823441593,0.6273764258555133,0.08372224744509232,0.0038022813688212928,0.0,2.547528517110266,186,5,4,220,0.0032461032346116523,830386994724,"{""2015"": 31, ""2016"": 52, ""2017"": 30, ""2018"": 62, ""2019"": 30, ""2020"": 58}",0.4372623574144487,0.045627376425855515,0.1634980988593156,0.049429657794676805,0.3041825095057034,-0.003181721488513518,-0.004560617754928629,50,0.19011406844106463,0.004907559297170765,0.002725931630264206
2,vmult,1.0,True,False,30,0.04,1.0,0.0,0,0.05,1.5,0.001,999,2371,1829,2.664,True,-6.479096843570475e-05,0.007220635004965281,0.04890393731896991,0.0015472521043359774,0.5425425425425425,0.05158814145938961,0.001001001001001001,0.0,3.1331331331331334,632,5,6,947,0.0004283991342232657,306e8d822630,"{""2015"": 101, ""2016"": 178, ""2017"": 163, ""2018"": 215, ""2019"": 166, ""2020"": 167, ""2021"": 9}",0.33433433433433435,0.03803803803803804,0.1981981981981982,0.03203203203203203,0.3973973973973974,-0.003181721488513518,-0.004235589223980519,156,0.15615615615615616,0.0028170531583010805,-0.0005980859669777435
2,vmult,1.5,False,True,19,0.04,1.5,0.0,0,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606,83,0.12205882352941176,0.009143940731281849,0.0013893488163884708
2,vmult,2.0,True,False,31,0.04,2.0,0.0,0,0.05,1.5,0.001,381,480,414,1.016,True,0.0006991732709599882,0.009104230226957943,0.04936310879010388,0.002528948672781505,0.5433070866141733,0.057874607324929335,0.0,0.0,3.0288713910761156,270,5,4,345,0.0009489130400053766,f308bcab5870,"{""2015"": 35, ""2016"": 67, ""2017"": 68, ""2018"": 86, ""2019"": 64, ""2020"": 61}",0.3359580052493438,0.04199475065616798,0.1837270341207349,0.04461942257217848,0.3937007874015748,-0.003181721488513518,-0.00404010137808357,37,0.09711286089238845,0.014342464564795359,-0.0007682737577374209
2,vmult,3.0,True,False,32,0.04,3.0,0.0,0,0.05,1.5,0.001,136,147,136,0.3626666666666667,False,-0.0003818693960803045,0.011302897195013428,0.05195217004015952,0.004454861828485197,0.5441176470588235,0.07498978973214804,0.0,0.0,3.198529411764706,118,4,0,124,0.0009684854001079836,3588500d4e97,"{""2015"": 15, ""2016"": 28, ""2017"": 28, ""2018"": 27, ""2019"": 20, ""2020"": 18}",0.3382352941176471,0.029411764705882353,0.125,0.058823529411764705,0.4485294117647059,-0.003181721488513518,-0.005234349274655982,14,0.10294117647058823,0.01876867002832863,-0.0025794722808485425
2,mkt_drop,0.0,False,True,19,0.04,1.5,0.0,0,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606,83,0.12205882352941176,0.009143940731281849,0.0013893488163884708
2,mkt_drop,0.015,True,False,33,0.04,1.5,0.015,0,0.05,1.5,0.001,534,698,581,1.424,True,0.0017258435345387868,0.00974221190043334,0.04490565891219025,0.0019432579126918913,0.5543071161048689,0.08989711996180712,0.0018726591760299626,0.0,3.342696629213483,379,5,5,517,0.002559919899940596,47bda9222464,"{""2015"": 44, ""2016"": 109, ""2017"": 103, ""2018"": 134, ""2019"": 88, ""2020"": 53, ""2021"": 3}",0.30711610486891383,0.03745318352059925,0.18726591760299627,0.028089887640449437,0.4400749063670412,-0.003181721488513518,-0.00413939328071655,56,0.10486891385767791,0.005524595351431115,0.0012808014806769243
2,mkt_drop,0.02,True,False,34,0.04,1.5,0.02,0,0.05,1.5,0.001,581,781,649,1.5493333333333332,True,-9.74512621239301e-05,0.007763010350023913,0.04632562013697671,0.0019219105709722575,0.5387263339070568,0.05440381940897784,0.0017211703958691911,0.0,3.2461273666092945,400,5,6,558,0.0014683431791746937,36077a384772,"{""2015"": 58, ""2016"": 114, ""2017"": 110, ""2018"": 142, ""2019"": 90, ""2020"": 64, ""2021"": 3}",0.3046471600688468,0.039586919104991396,0.20137693631669534,0.03614457831325301,0.41824440619621345,-0.003181721488513518,-0.005121958219533187,63,0.10843373493975904,0.006354191206799132,-0.0008821104813172753
2,mkt_drop,0.03,True,False,35,0.04,1.5,0.03,0,0.05,1.5,0.001,631,888,727,1.6826666666666668,True,0.0004805232390266496,0.008424558719376751,0.04697882253169497,0.001870197395644614,0.5499207606973059,0.0689367043116006,0.001584786053882726,0.0,3.2282091917591127,427,5,6,608,0.0019394158570712142,6cc2c2126c7a,"{""2015"": 67, ""2016"": 120, ""2017"": 117, ""2018"": 152, ""2019"": 99, ""2020"": 73, ""2021"": 3}",0.312202852614897,0.03645007923930269,0.20443740095087162,0.03169572107765452,0.4152139461172742,-0.003181721488513518,-0.004735303992453369,71,0.11251980982567353,0.002154850239976096,0.0002682424942634162
2,mkt_drop,0.04,True,False,36,0.04,1.5,0.04,0,0.05,1.5,0.001,648,941,764,1.728,True,0.00035915074871301317,0.008250930220616848,0.04700870850103322,0.001846676475327905,0.5462962962962963,0.05959172458045342,0.0015432098765432098,0.0,3.2114197530864197,438,5,6,625,0.0017738949799032246,7f10c56e570a,"{""2015"": 69, ""2016"": 121, ""2017"": 117, ""2018"": 156, ""2019"": 103, ""2020"": 79, ""2021"": 3}",0.3101851851851852,0.038580246913580245,0.2037037037037037,0.037037037037037035,0.4104938271604938,-0.003181721488513518,-0.004498246183332982,77,0.11882716049382716,0.006203042566452666,-0.0004289047153254339
2,trend_filter,0.0,False,True,19,0.04,1.5,0.0,0,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606,83,0.12205882352941176,0.009143940731281849,0.0013893488163884708
2,trend_filter,60.0,True,False,37,0.04,1.5,0.0,60,0.05,1.5,0.001,154,173,156,0.4106666666666667,False,0.009107114791030298,0.02304294508124327,0.045275218510799416,0.0036483810777269148,0.6168831168831169,0.22474190136710384,0.0,0.0,3.1948051948051948,133,3,0,150,0.009394830175391835,b337eb24f6c1,"{""2015"": 11, ""2016"": 24, ""2017"": 37, ""2018"": 26, ""2019"": 26, ""2020"": 29, ""2021"": 1}",0.3246753246753247,0.05844155844155844,0.13636363636363635,0.025974025974025976,0.45454545454545453,-0.003181721488513518,-0.004249988549419893,19,0.12337662337662338,-0.0027671634704489714,0.010778309509312564
2,trend_filter,120.0,True,False,38,0.04,1.5,0.0,120,0.05,1.5,0.001,217,255,219,0.5786666666666667,False,0.005376713131288363,0.018089984855365282,0.04774918837231128,0.0032414261171400663,0.5944700460829493,0.1681431389758858,0.0,0.0,3.3087557603686637,186,3,0,203,0.006956735198115614,b07ca113c7f4,"{""2015"": 4, ""2016"": 38, ""2017"": 56, ""2018"": 38, ""2019"": 29, ""2020"": 50, ""2021"": 2}",0.2857142857142857,0.07373271889400922,0.15207373271889402,0.03686635944700461,0.45161290322580644,-0.003181721488513518,-0.0054090854875762425,25,0.1152073732718894,-0.014479431208398346,0.007962148592185069
2,trend_filter,200.0,True,False,39,0.04,1.5,0.0,200,0.05,1.5,0.001,231,285,234,0.616,False,0.004194455238625789,0.020545684964853317,0.04998475979800393,0.0032887557431253607,0.5930735930735931,0.15728880656008182,0.004329004329004329,0.0,3.173160173160173,190,5,1,208,0.0067860832257389675,0373b7e1bab6,"{""2016"": 34, ""2017"": 60, ""2018"": 50, ""2019"": 30, ""2020"": 55, ""2021"": 2}",0.30735930735930733,0.0735930735930736,0.1774891774891775,0.03463203463203463,0.4069264069264069,-0.003181721488513518,-0.006466785548379355,33,0.14285714285714285,-0.0065351713083887045,0.005982726329794872
2,tp,0.01,False,False,16,0.04,1.5,0.0,0,0.01,1.5,0.001,854,1082,989,2.2773333333333334,True,-0.0034283921292148087,0.00666749987501869,0.024526998055545667,0.0008392965952074766,0.8243559718969555,-0.015502327538935727,0.00468384074941452,0.0,0.6662763466042154,510,5,21,790,-0.0032877619768705495,ab4a78739228,"{""2015"": 88, ""2016"": 161, ""2017"": 143, ""2018"": 203, ""2019"": 126, ""2020"": 130, ""2021"": 3}",0.7997658079625293,0.01639344262295082,0.117096018735363,0.01873536299765808,0.04800936768149883,-0.005299390885499432,-0.005945609100302848,98,0.11475409836065574,-0.00018293243980755278,-0.0038490998667305644
2,tp,0.02,False,False,17,0.04,1.5,0.0,0,0.02,1.5,0.001,794,1082,948,2.1173333333333333,True,-0.0020186597579055564,0.016634504824276197,0.03367923586611898,0.001195231356526541,0.7153652392947103,0.00970409389309646,0.003778337531486146,0.0,1.4193954659949621,490,5,17,734,-0.001784505841027337,a5ae76182284,"{""2015"": 80, ""2016"": 150, ""2017"": 132, ""2018"": 188, ""2019"": 118, ""2020"": 123, ""2021"": 3}",0.6574307304785895,0.04030226700251889,0.16498740554156172,0.02518891687657431,0.11209068010075567,-0.005006191905644127,-0.006306786625726184,91,0.11460957178841309,-0.0020272821069631107,-0.0020175436359080637
2,tp,0.03,False,False,3,0.04,1.5,0.0,0,0.03,1.5,0.001,740,1082,922,1.9733333333333334,True,4.5162446397074354e-05,0.026601509773533927,0.04023269351945367,0.0014789832280860558,0.6486486486486487,0.047176541307194404,0.0013513513513513514,0.0,2.1067567567567567,473,5,11,686,0.00037941374892340755,f017a42a8657,"{""2015"": 73, ""2016"": 139, ""2017"": 123, ""2018"": 172, ""2019"": 114, ""2020"": 116, ""2021"": 3}",0.5432432432432432,0.0445945945945946,0.17567567567567569,0.03513513513513514,0.20135135135135135,-0.004455564638727655,-0.005852806682318307,89,0.12027027027027028,0.0013218387806171205,-0.00012937548562379217
2,tp,0.04,False,False,18,0.04,1.5,0.0,0,0.04,1.5,0.001,700,1082,902,1.8666666666666667,True,0.0016252023462784682,0.02750523569984309,0.04453845445737015,0.0016833953467625376,0.6,0.07362721653964681,0.0014285714285714286,0.0,2.664285714285714,455,5,10,649,0.002158752509822728,05f01430afc4,"{""2015"": 72, ""2016"": 127, ""2017"": 120, ""2018"": 161, ""2019"": 106, ""2020"": 111, ""2021"": 3}",0.42857142857142855,0.055714285714285716,0.18285714285714286,0.03857142857142857,0.29428571428571426,-0.0037934599262808644,-0.004787593268462247,84,0.12,0.005293165225474367,0.0011250255900244822
2,tp,0.05,False,True,19,0.04,1.5,0.0,0,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606,83,0.12205882352941176,0.009143940731281849,0.0013893488163884708
2,tp,0.06,False,False,20,0.04,1.5,0.0,0,0.06,1.5,0.001,664,1082,885,1.7706666666666666,True,0.0015408060593210277,0.007240627275199141,0.049858201265480934,0.0019348734561487587,0.5391566265060241,0.0717683768685204,0.0015060240963855422,0.0,3.411144578313253,441,5,9,623,0.0020389397809972586,143d790e4c3c,"{""2015"": 66, ""2016"": 123, ""2017"": 116, ""2018"": 152, ""2019"": 105, ""2020"": 99, ""2021"": 3}",0.24397590361445784,0.030120481927710843,0.19578313253012047,0.0391566265060241,0.49096385542168675,-0.0027939661441059235,-0.0035417105505511064,79,0.11897590361445783,0.007573730321973407,0.0007261034665867749
2,tp,0.08,False,False,21,0.04,1.5,0.0,0,0.08,1.5,0.001,645,1082,874,1.72,True,0.002312093727608089,0.004214418849508794,0.05410468915955159,0.002130370055218853,0.524031007751938,0.09070546178610307,0.0015503875968992248,0.0,3.7534883720930234,434,5,7,613,0.003431620528778073,987ef6b6e5aa,"{""2015"": 64, ""2016"": 122, ""2017"": 114, ""2018"": 150, ""2019"": 104, ""2020"": 88, ""2021"": 3}",0.15813953488372093,0.015503875968992248,0.2,0.04186046511627907,0.5844961240310077,-0.0021168865832335722,-0.0033073019155728583,78,0.12093023255813953,0.010779443453110974,0.0011472731304489625
2,stop_atr,0.5,False,False,22,0.04,1.5,0.0,0,0.05,0.5,0.001,864,1082,1013,2.304,True,-0.000760378887898773,-0.018172413078780147,0.033793785901594625,0.0011496879435523167,0.3611111111111111,0.12088417768024182,0.010416666666666666,0.0,1.4421296296296295,510,5,19,803,-0.0005462681878706292,07c3416a1d1d,"{""2015"": 89, ""2016"": 160, ""2017"": 143, ""2018"": 206, ""2019"": 133, ""2020"": 130, ""2021"": 3}",0.2465277777777778,0.03009259259259259,0.5682870370370371,0.047453703703703706,0.1076388888888889,-0.004317635577216735,-0.004076888977944964,96,0.1111111111111111,-0.0006814956155611259,-0.0007702392969409789
2,stop_atr,1.0,False,False,23,0.04,1.5,0.0,0,0.05,1.0,0.001,767,1082,949,2.0453333333333332,True,0.00044349462244103817,0.0011399510220349018,0.043428713168843426,0.0015681199463798221,0.5045632333767927,0.08447969751760437,0.0,0.0,2.4159061277705347,481,5,7,717,0.0004338868364511358,9c824b05f814,"{""2015"": 78, ""2016"": 142, ""2017"": 129, ""2018"": 183, ""2019"": 117, ""2020"": 115, ""2021"": 3}",0.3116036505867014,0.041720990873533245,0.35853976531942633,0.03650586701434159,0.2516297262059974,-0.003630568551213923,-0.004104495131780559,93,0.121251629726206,0.0032375305613077396,5.7967408324416165e-05
2,stop_atr,1.5,False,True,19,0.04,1.5,0.0,0,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606,83,0.12205882352941176,0.009143940731281849,0.0013893488163884708
2,stop_atr,2.0,False,False,24,0.04,1.5,0.0,0,0.05,2.0,0.001,641,1082,856,1.7093333333333334,True,0.0012490585514143412,0.011941700958206791,0.049971206447313773,0.001973743986879026,0.5694227769110765,0.049782968809987733,0.0015600624024961,0.0,3.433697347893916,431,5,5,600,0.0019297340721460261,464d64ca238e,"{""2015"": 65, ""2016"": 119, ""2017"": 111, ""2018"": 147, ""2019"": 101, ""2020"": 95, ""2021"": 3}",0.33541341653666146,0.0390015600624025,0.10920436817472699,0.028081123244929798,0.48829953198127923,-0.002922126727954634,-0.003998156181633531,75,0.11700468018720749,0.009432302000990541,0.00016470650420901428
2,stop_atr,3.0,False,False,25,0.04,1.5,0.0,0,0.05,3.0,0.001,602,1082,824,1.6053333333333333,True,0.0016238575145050079,0.013765281109390348,0.05368683689909389,0.0021881121189052865,0.584717607973422,0.03944059226257238,0.0,0.0,3.712624584717608,417,5,2,568,0.0035572456133009687,9a623b89cd9a,"{""2015"": 59, ""2016"": 111, ""2017"": 105, ""2018"": 143, ""2019"": 95, ""2020"": 86, ""2021"": 3}",0.33222591362126247,0.04318936877076412,0.03156146179401993,0.013289036544850499,0.579734219269103,-0.0026965568765704184,-0.004692344222778162,69,0.11461794019933555,0.01097338371533531,0.00041350609263391807
